volume,issn,id,type,pages,title,authors,number,url,year,doi
2,2523-3971,10.1007/s42452-020-2794-0,article,1190,Computational form-finding of a pavilion inspired by crystallization,"Zahra Jalali, Mehrzad Esmaeili Charkhab",7,https://doi.org/10.1007/s42452-020-2794-0,2020,10.1007/s42452-020-2794-0
5,2524-5228,10.1007/s42486-023-00135-8,article,396--410,CoAR-Maze: empowering children’s collaborative tangible programming in augmented reality,"Mingyu Zhang, Jiaxiang Li, Yiyan Lin, Qiao Jin, Danli Wang",4,https://doi.org/10.1007/s42486-023-00135-8,2023,10.1007/s42486-023-00135-8
,2524-5228,10.1007/s42486-024-00172-x,article,,Social interaction models for trust systems design,Tanja Pavleska,,https://doi.org/10.1007/s42486-024-00172-x,2024,10.1007/s42486-024-00172-x
4,2524-6186,10.1007/s42521-021-00045-3,article,17--61,COVID risk narratives: a computational linguistic approach to the econometric identification of narrative risk during a pandemic,"Yuting Chen, Don Bredin, Valerio Potì, Roman Matkovskyy",1,https://doi.org/10.1007/s42521-021-00045-3,2022,10.1007/s42521-021-00045-3
5,2524-5287,10.1007/s42532-023-00143-z,article,151--157,The disarming simplicity of wicked problems: The biography of an idea,Niraj Verma,2,https://doi.org/10.1007/s42532-023-00143-z,2023,10.1007/s42532-023-00143-z
5,2524-7840,10.1007/s42803-023-00068-9,article,283--298,"Reproducibility, verifiability, and computational historical research",Toby Burrows,2,https://doi.org/10.1007/s42803-023-00068-9,2023,10.1007/s42803-023-00068-9
5,2524-7840,10.1007/s42803-023-00075-w,article,431--449,On reading and interpreting black box deep neural networks,James E. Dobson,2,https://doi.org/10.1007/s42803-023-00075-w,2023,10.1007/s42803-023-00075-w
6,2524-7840,10.1007/s42803-023-00082-x,article,87--101,Reproducing disciplinary and literary prestige: “The index of major literary prizes in the US”,Gabriel Hankins,1,https://doi.org/10.1007/s42803-023-00082-x,2024,10.1007/s42803-023-00082-x
,2524-7840,10.1007/s42803-024-00088-z,article,,Computational approaches and the epistemology of scholarly editing,"Elisa Cugliana, Aengus Ward, Joris J. Zundert, Andreas Kuczera, Max Grüntgens",,https://doi.org/10.1007/s42803-024-00088-z,2024,10.1007/s42803-024-00088-z
20,2093-7423,10.1007/s42835-024-02113-1,article,1827--1840,Levy Flight-Based Bee Swarm Optimized Optimal Transmission Sequence for PAPR Reduction in 5G NOMA Systems,"M. Latha, M. Sathiya, K. Selvakumarasamy, V. K. Shanmuganathan, N. Yuvaraj, R. Arshath Raja, K. Srihari",3,https://doi.org/10.1007/s42835-024-02113-1,2025,10.1007/s42835-024-02113-1
,2661-8893,10.1007/s42967-024-00440-8,article,,Fast Algorithms for Computing the Hilbert Transform of a Given Function with Cubic Splines,"Bo Yu, Jiaxin Du, Xiaoxiao Qin",,https://doi.org/10.1007/s42967-024-00440-8,2024,10.1007/s42967-024-00440-8
4,2661-8907,10.1007/s42979-022-01452-y,article,54,Causeworks: a Mixed Initiative Framework for Causal Modeling,"Thomas Kapler, Derek Gray, Holland Vasquez, William Wright",1,https://doi.org/10.1007/s42979-022-01452-y,2022,10.1007/s42979-022-01452-y
5,2662-2556,10.1007/s43069-024-00368-y,article,96,Design Optimization of Marine Propeller Using Elitist Particle Swarm Intelligence,"Fahad Ali Khan, Nadeem Shaukat, Ajmal Shah, Abrar Hashmi, Muhammad Atiq Ur Rehman Tariq",4,https://doi.org/10.1007/s43069-024-00368-y,2024,10.1007/s43069-024-00368-y
4,2662-6144,10.1007/s43253-023-00112-y,article,445--465,"Envisioning post-capitalist utopias via simulation: Theory, critique and models","Hanno Pahl, Manuel Scholz-Wäckerle, Jens Schröter",3,https://doi.org/10.1007/s43253-023-00112-y,2023,10.1007/s43253-023-00112-y
5,2662-6144,10.1007/s43253-024-00128-y,article,201--218,Pluralist economics in an era of polycrisis,"Jan Schulz, Kerstin Hötte, Daniel M. Mayerhoffer",2,https://doi.org/10.1007/s43253-024-00128-y,2024,10.1007/s43253-024-00128-y
5,2662-6144,10.1007/s43253-024-00137-x,article,399--423,Coevolution and dynamic processes: an introduction to this issue and avenues for future research,"Isabel Almudi, Francisco Fatas-Villafranca, John Foster, Jason Potts",3,https://doi.org/10.1007/s43253-024-00137-x,2024,10.1007/s43253-024-00137-x
1,2662-9283,10.1007/s43545-021-00206-6,article,197,Language policy and planning: a discussion on the complexity of language matters and the role of computational methods,Marco Civico,8,https://doi.org/10.1007/s43545-021-00206-6,2021,10.1007/s43545-021-00206-6
2,2662-9283,10.1007/s43545-022-00325-8,article,31,Using a metacognitive learning approach to enhance students’ critical thinking skills through mathematics education,"Syaiful, Nizlel Huda, Amirul Mukminin, Kamid",4,https://doi.org/10.1007/s43545-022-00325-8,2022,10.1007/s43545-022-00325-8
3,2662-9283,10.1007/s43545-023-00633-7,article,46,A framework for assessing computational thinking skills in the physics classroom: study on cognitive test development,"Rizki Zakwandi, Edi Istiyono",3,https://doi.org/10.1007/s43545-023-00633-7,2023,10.1007/s43545-023-00633-7
4,2662-9283,10.1007/s43545-024-00928-3,article,146,Perimeter and area in a math modeling task: exploring preservice teachers’ performance and use of representations,"Derek Joseph Sturgill, Yasemin Gunpinar, Reuben S. Asempapa",8,https://doi.org/10.1007/s43545-024-00928-3,2024,10.1007/s43545-024-00928-3
2,2730-5961,10.1007/s43681-021-00118-4,article,635--643,No-boundary thinking: a viable solution to ethical data-driven AI in precision medicine,"Tayo Obafemi-Ajayi, Andy Perkins, Bindu Nanduri, Donald C. Wunsch II, James A. Foster, Joan Peckham",4,https://doi.org/10.1007/s43681-021-00118-4,2022,10.1007/s43681-021-00118-4
4,2730-5961,10.1007/s43681-023-00296-3,article,587--592,Artificial intelligence’s right to life,Ewa Milczarek,2,https://doi.org/10.1007/s43681-023-00296-3,2024,10.1007/s43681-023-00296-3
5,2730-5961,10.1007/s43681-023-00372-8,article,527--553,Socialisation approach to AI value acquisition: enabling flexible ethical navigation with built-in receptiveness to social influence,Joel Janhonen,1,https://doi.org/10.1007/s43681-023-00372-8,2025,10.1007/s43681-023-00372-8
,2730-5961,10.1007/s43681-024-00607-2,article,,Optimizing beyond optimization: Heideggerian limits and artificial intelligence,Dwayne Woods,,https://doi.org/10.1007/s43681-024-00607-2,2024,10.1007/s43681-024-00607-2
,2730-5961,10.1007/s43681-025-00662-3,article,,Can artificial intelligence embody moral values?,"Torben Swoboda, Lode Lauwaert",,https://doi.org/10.1007/s43681-025-00662-3,2025,10.1007/s43681-025-00662-3
3,2730-5945,10.1007/s43683-022-00084-1,article,1--21,“I Think I Am Getting There” Understanding the Computational Identity of Engineering Students Participating in a Computationally Intensive Thermodynamics Course,"Huma Shoaib, Aasakiran Madamanchi, Elsje Pienaar, David M. Umulis, Monica E. Cardella",1,https://doi.org/10.1007/s43683-022-00084-1,2023,10.1007/s43683-022-00084-1
4,2730-5945,10.1007/s43683-023-00127-1,article,87--96,Inclusive Pedagogy Strategies to Introduce High Schoolers to Systems Biology,"Kelsey Watts, Will Richardson",1,https://doi.org/10.1007/s43683-023-00127-1,2024,10.1007/s43683-023-00127-1
4,2730-5945,10.1007/s43683-024-00151-9,article,319--338,Undergraduate Students’ Engineering Systems Thinking in Synthetic Biology Design: A Qualitative Descriptive Study,"Ruben D. Lopez-Parra, Tamara J. Moore",2,https://doi.org/10.1007/s43683-024-00151-9,2024,10.1007/s43683-024-00151-9
5,2730-6852,10.1007/s43762-025-00170-4,article,11,Spatially integrated social sciences: opportunities for computational urban science,"Siqin Wang, Jonathan Corcoran",1,https://doi.org/10.1007/s43762-025-00170-4,2025,10.1007/s43762-025-00170-4
10,1658-8185,10.1007/s43994-024-00139-9,article,718--732,New insights into MHD squeezing flows of reacting-radiating Maxwell nanofluids via Wakif's–Buongiorno point of view,"Amine El Harfouf, Abderrahim Wakif, Sanaa Hayani Mounir",4,https://doi.org/10.1007/s43994-024-00139-9,2024,10.1007/s43994-024-00139-9
3,2730-9894,10.1007/s44150-023-00094-9,article,315--336,From Sustainability to Regeneration: a digital framework with BIM and computational design methods,Arlind Dervishaj,3,https://doi.org/10.1007/s44150-023-00094-9,2023,10.1007/s44150-023-00094-9
4,2731-0809,10.1007/s44163-024-00164-x,article,61,A human digital twin for the M-Machine,"Pertti Saariluoma, Mari Myllylä, Antero Karvonen, Mika Luimula, Jami Aho",1,https://doi.org/10.1007/s44163-024-00164-x,2024,10.1007/s44163-024-00164-x
17,1875-6883,10.1007/s44196-024-00514-8,article,142,Attention Pyramid Convolutional Neural Network Optimized with Big Data for Teaching Aerobics,Chunmei Chen,1,https://doi.org/10.1007/s44196-024-00514-8,2024,10.1007/s44196-024-00514-8
3,2731-4537,10.1007/s44202-023-00076-4,article,21,"Is there anybody out there? Can individual loneliness, need for closure, and religiosity predict the belief in extraterrestrial life and intelligence?","Niklcaitas Alexander Döbler, Yassin El Amri, Claus-Christian Carbon",1,https://doi.org/10.1007/s44202-023-00076-4,2023,10.1007/s44202-023-00076-4
3,2731-4669,10.1007/s44206-024-00103-4,article,18,Algorithmic Thinking for the Legal Writing: The Case of Italian Election Law,Silvia Crafa,2,https://doi.org/10.1007/s44206-024-00103-4,2024,10.1007/s44206-024-00103-4
1,2731-5525,10.1007/s44217-022-00006-x,article,6,Secondary school teacher’s conception and reflection of computer programming with Scratch,"Aloys Iyamuremye, Ezechiel Nsabayezu, Jean Claude Habimana",1,https://doi.org/10.1007/s44217-022-00006-x,2022,10.1007/s44217-022-00006-x
1,2731-5525,10.1007/s44217-022-00015-w,article,15,Integrating computational thinking into a longitudinal data analysis course for public health students,Qi Zheng,1,https://doi.org/10.1007/s44217-022-00015-w,2022,10.1007/s44217-022-00015-w
1,2731-6726,10.1007/s44223-022-00015-8,article,13,Computational design logics for bio-based design,Mette Ramsgaard Thomsen,1,https://doi.org/10.1007/s44223-022-00015-8,2022,10.1007/s44223-022-00015-8
3,2731-6726,10.1007/s44223-024-00057-0,article,15,Computational intelligence: accurate design guided by law-based goals,"Philip F. Yuan, Jianlin Liu",1,https://doi.org/10.1007/s44223-024-00057-0,2024,10.1007/s44223-024-00057-0
3,2731-6726,10.1007/s44223-024-00074-z,article,31,Making the Hypar Up pavilion: (in)efficiencies of upcycling surplus timber products,"Sofia Colabella, Alberto Pugnale, Jack Halls, Michael Minghi Park, László Mangliár, Markus Hudert",1,https://doi.org/10.1007/s44223-024-00074-z,2024,10.1007/s44223-024-00074-z
27,1476-5578,10.1038/s41380-021-01403-8,article,1848--1854,The default network is causally linked to creative thinking,"Ben Shofty, Tal Gonen, Eyal Bergmann, Naama Mayseless, Akiva Korn, Simone Shamay-Tsoory, Rachel Grossman, Itamar Jalon, Itamar Kahn, Zvi Ram",3,https://doi.org/10.1038/s41380-021-01403-8,2022,10.1038/s41380-021-01403-8
13,2041-1723,10.1038/s41467-022-33418-2,article,6205,Incorporating social knowledge structures into computational models,"Koen M. M. Frolichs, Gabriela Rosenblau, Christoph W. Korn",1,https://doi.org/10.1038/s41467-022-33418-2,2022,10.1038/s41467-022-33418-2
14,2041-1723,10.1038/s41467-023-41531-z,article,6920,Self-reported childhood family adversity is linked to an attenuated gain of trust during adolescence,"Andrea M. F. Reiter, Andreas Hula, Lucy Vanes, Tobias U. Hauser, Danae Kokorikou, Ian M. Goodyer, Peter Fonagy, Michael Moutoussis, Raymond J. Dolan, NSPN Consortium, NSPN Principle Investigators, NSPN staff",1,https://doi.org/10.1038/s41467-023-41531-z,2023,10.1038/s41467-023-41531-z
15,2041-1723,10.1038/s41467-024-45232-z,article,1089,Rapid exchange cooling with trapped ions,"Spencer D. Fallek, Vikram S. Sandhu, Ryan A. McGill, John M. Gray, Holly N. Tinkey, Craig R. Clark, Kenton R. Brown",1,https://doi.org/10.1038/s41467-024-45232-z,2024,10.1038/s41467-024-45232-z
15,2041-1723,10.1038/s41467-024-50361-6,article,6094,A single-particle mechanofluorescent sensor,"Narges Ahmadi, Jieun Lee, Chirag Batukbhai Godiya, Jong-Man Kim, Bum Jun Park",1,https://doi.org/10.1038/s41467-024-50361-6,2024,10.1038/s41467-024-50361-6
15,2041-1723,10.1038/s41467-024-50966-x,article,6847,Symbolic metaprogram search improves learning efficiency and explains rule learning in humans,"Joshua S. Rule, Steven T. Piantadosi, Andrew Cropper, Kevin Ellis, Maxwell Nye, Joshua B. Tenenbaum",1,https://doi.org/10.1038/s41467-024-50966-x,2024,10.1038/s41467-024-50966-x
15,2041-1723,10.1038/s41467-024-54864-0,article,10513,Unconditional quantum magic advantage in shallow circuit computation,"Xingjian Zhang, Zhaokai Pan, Guoding Liu",1,https://doi.org/10.1038/s41467-024-54864-0,2024,10.1038/s41467-024-54864-0
16,2041-1723,10.1038/s41467-025-56054-y,article,680,Causality-driven candidate identification for reliable DNA methylation biomarker discovery,"Xinlu Tang, Rui Guo, Zhanfeng Mo, Wenli Fu, Xiaohua Qian",1,https://doi.org/10.1038/s41467-025-56054-y,2025,10.1038/s41467-025-56054-y
9,2057-3960,10.1038/s41524-023-01121-5,article,172,AdsorbML: a leap in efficiency for adsorption energy calculations using generalizable machine learning potentials,"Janice Lan, Aini Palizhati, Muhammed Shuaibi, Brandon M. Wood, Brook Wander, Abhishek Das, Matt Uyttendaele, C. Lawrence Zitnick, Zachary W. Ulissi",1,https://doi.org/10.1038/s41524-023-01121-5,2023,10.1038/s41524-023-01121-5
8,2754-6993,10.1038/s41537-022-00246-8,article,36,Progressive changes in descriptive discourse in First Episode Schizophrenia: a longitudinal computational semantics study,"Maria Francisca Alonso-Sánchez, Sabrina D. Ford, Michael MacKinley, Angélica Silva, Roberto Limongi, Lena Palaniyappan",1,https://doi.org/10.1038/s41537-022-00246-8,2022,10.1038/s41537-022-00246-8
8,2396-8370,10.1038/s41538-023-00243-w,article,5,Emerging challenges and opportunities in innovating food science technology and engineering education,"I. S. Saguy, C. L. M. Silva, E. Cohen",1,https://doi.org/10.1038/s41538-023-00243-w,2024,10.1038/s41538-023-00243-w
6,2056-7936,10.1038/s41539-021-00113-8,article,35,Education shapes the structure of semantic memory and impacts creative thinking,"Solange Denervaud, Alexander P. Christensen, Yoed. N. Kenett, Roger E. Beaty",1,https://doi.org/10.1038/s41539-021-00113-8,2021,10.1038/s41539-021-00113-8
10,2056-7189,10.1038/s41540-024-00397-7,article,71,A comprehensive review of computational cell cycle models in guiding cancer treatment strategies,"Chenhui Ma, Evren Gurkan-Cavusoglu",1,https://doi.org/10.1038/s41540-024-00397-7,2024,10.1038/s41540-024-00397-7
10,2056-7189,10.1038/s41540-024-00399-5,article,72,Computational gastronomy: capturing culinary creativity by making food computable,"Ganesh Bagler, Mansi Goel",1,https://doi.org/10.1038/s41540-024-00399-5,2024,10.1038/s41540-024-00399-5
9,2058-7546,10.1038/s41560-023-01417-2,article,121--133,Progress toward the computational discovery of new metal–organic framework adsorbents for energy applications,"Peyman Z. Moghadam, Yongchul G. Chung, Randall Q. Snurr",2,https://doi.org/10.1038/s41560-023-01417-2,2024,10.1038/s41560-023-01417-2
5,2397-3374,10.1038/s41562-021-01050-7,article,458--466,Individuals with depression express more distorted thinking on social media,"Krishna C. Bathina, Marijn Thij, Lorenzo Lorenzo-Luaces, Lauren A. Rutter, Johan Bollen",4,https://doi.org/10.1038/s41562-021-01050-7,2021,10.1038/s41562-021-01050-7
8,2397-3374,10.1038/s41562-023-01799-z,article,526--543,A generative model of memory construction and consolidation,"Eleanor Spens, Neil Burgess",3,https://doi.org/10.1038/s41562-023-01799-z,2024,10.1038/s41562-023-01799-z
618,1476-4687,10.1038/s41586-023-06124-2,article,1000--1005,Expertise increases planning depth in human gameplay,"Bas Opheusden, Ionatan Kuperwajs, Gianni Galbiati, Zahy Bnaya, Yunqi Li, Wei Ji Ma",7967,https://doi.org/10.1038/s41586-023-06124-2,2023,10.1038/s41586-023-06124-2
638,1476-4687,10.1038/s41586-025-08600-3,article,656--663,World and Human Action Models towards gameplay ideation,"Anssi Kanervisto, Dave Bignell, Linda Yilin Wen, Martin Grayson, Raluca Georgescu, Sergio Valcarcel Macua, Shan Zheng Tan, Tabish Rashid, Tim Pearce, Yuhan Cao, Abdelhak Lemkhenter, Chentian Jiang, Gavin Costello, Gunshi Gupta, Marko Tot, Shu Ishida, Tarun Gupta, Udit Arora, Ryen W. White, Sam Devlin, Cecily Morrison, Katja Hofmann",8051,https://doi.org/10.1038/s41586-025-08600-3,2025,10.1038/s41586-025-08600-3
21,1548-7105,10.1038/s41592-023-02166-6,article,391--400,Challenges and perspectives in computational deconvolution of genomics data,"Lana X. Garmire, Yijun Li, Qianhui Huang, Chuan Xu, Sarah A. Teichmann, Naftali Kaminski, Matteo Pellegrini, Quan Nguyen, Andrew E. Teschendorff",3,https://doi.org/10.1038/s41592-023-02166-6,2024,10.1038/s41592-023-02166-6
26,1546-1726,10.1038/s41593-023-01307-6,article,850--857,Computational complexity drives sustained deliberation,"Tao Hong, William R. Stauffer",5,https://doi.org/10.1038/s41593-023-01307-6,2023,10.1038/s41593-023-01307-6
10,2052-4463,10.1038/s41597-023-02627-9,article,756,Subjective data models in bioinformatics and how wet lab and computational biologists conceptualise data,"Yo Yehudi, Lukas Hughes-Noehrer, Carole Goble, Caroline Jay",1,https://doi.org/10.1038/s41597-023-02627-9,2023,10.1038/s41597-023-02627-9
10,2045-2322,10.1038/s41598-020-69807-0,article,13035,Computational discrimination between natural images based on gaze during mental imagery,"Xi Wang, Andreas Ley, Sebastian Koch, James Hays, Kenneth Holmqvist, Marc Alexa",1,https://doi.org/10.1038/s41598-020-69807-0,2020,10.1038/s41598-020-69807-0
12,2045-2322,10.1038/s41598-021-04513-z,article,506,"Computational peptidology approach to the study of the chemical reactivity and bioactivity properties of Aspergillipeptide D, a cyclopentapeptide of marine origin","Norma Flores-Holguín, Juan Frau, Daniel Glossman-Mitnik",1,https://doi.org/10.1038/s41598-021-04513-z,2022,10.1038/s41598-021-04513-z
11,2045-2322,10.1038/s41598-021-88247-y,article,9497,Experimental and computational evaluation of cyclic solvent injection in fractured tight hydrocarbon reservoirs,"Amin Ghanizadeh, Chengyao Song, Hamidreza Hamdi, Christopher R. Clarkson",1,https://doi.org/10.1038/s41598-021-88247-y,2021,10.1038/s41598-021-88247-y
11,2045-2322,10.1038/s41598-021-90677-7,article,11601,Prefrontal tDCS attenuates counterfactual thinking in female individuals prone to self-critical rumination,"Jens Allaert, Rudi De Raedt, Frederik M. Veen, Chris Baeken, Marie-Anne Vanderhasselt",1,https://doi.org/10.1038/s41598-021-90677-7,2021,10.1038/s41598-021-90677-7
12,2045-2322,10.1038/s41598-022-17614-0,article,14238,Identification of microstructures critically affecting material properties using machine learning framework based on metallurgists’ thinking process,"Satoshi Noguchi, Hui Wang, Junya Inoue",1,https://doi.org/10.1038/s41598-022-17614-0,2022,10.1038/s41598-022-17614-0
12,2045-2322,10.1038/s41598-022-18445-9,article,14198,A computational model of inner speech supporting flexible goal-directed behaviour in Autism,"Giovanni Granato, Anna M. Borghi, Andrea Mattera, Gianluca Baldassarre",1,https://doi.org/10.1038/s41598-022-18445-9,2022,10.1038/s41598-022-18445-9
12,2045-2322,10.1038/s41598-022-18724-5,article,15039,Contactless medical equipment AI big data risk control and quasi thinking iterative planning,Zhu Rongrong,1,https://doi.org/10.1038/s41598-022-18724-5, ,10.1038/s41598-022-18724-5
12,2045-2322,10.1038/s41598-022-19060-4,article,15346,Trizma as an eco-friendly efficient inhibitor for the acidic corrosion of steel: experimental and computational studies,"B. A. Abd-El-Nabey, S. El-Housseiny, M. A. Abd-El-Fatah",1,https://doi.org/10.1038/s41598-022-19060-4, ,10.1038/s41598-022-19060-4
12,2045-2322,10.1038/s41598-022-23678-9,article,18922,Using machine-learning strategies to solve psychometric problems,"Arthur Trognon, Youssouf Ismail Cherifi, Islem Habibi, Loïs Demange, Cécile Prudent",1,https://doi.org/10.1038/s41598-022-23678-9, ,10.1038/s41598-022-23678-9
13,2045-2322,10.1038/s41598-023-36526-1,article,9485,"Relationships between cognitive biases, decision-making, and delusions","Julia M. Sheffield, Ryan Smith, Praveen Suthaharan, Pantelis Leptourgos, Philip R. Corlett",1,https://doi.org/10.1038/s41598-023-36526-1,2023,10.1038/s41598-023-36526-1
13,2045-2322,10.1038/s41598-023-40858-3,article,13601,Best humans still outperform artificial intelligence in a creative divergent thinking task,"Mika Koivisto, Simone Grassini",1,https://doi.org/10.1038/s41598-023-40858-3,2023,10.1038/s41598-023-40858-3
13,2045-2322,10.1038/s41598-023-41164-8,article,14049,Autistic traits associated with dichotomic thinking mediated by intolerance of uncertainty,"Noi Suzuki, Masahiro Hirai",1,https://doi.org/10.1038/s41598-023-41164-8,2023,10.1038/s41598-023-41164-8
13,2045-2322,10.1038/s41598-023-46531-z,article,21046,Using network analysis to identify leverage points based on causal loop diagrams leads to false inference,"Loes Crielaard, Rick Quax, Alexia D. M. Sawyer, Vítor V. Vasconcelos, Mary Nicolaou, Karien Stronks, Peter M. A. Sloot",1,https://doi.org/10.1038/s41598-023-46531-z,2023,10.1038/s41598-023-46531-z
14,2045-2322,10.1038/s41598-024-53136-7,article,3364,Henri Cochet's theory of angles in tennis (1933) reveals a new facet of anticipation,"Nicolas Benguigui, François Rioult, François Kauffmann, Matt Miller-Dicks, Colm P. Murphy",1,https://doi.org/10.1038/s41598-024-53136-7,2024,10.1038/s41598-024-53136-7
14,2045-2322,10.1038/s41598-024-53303-w,article,3440,The current state of artificial intelligence generative language models is more creative than humans on divergent thinking tasks,"Kent F. Hubert, Kim N. Awa, Darya L. Zabelina",1,https://doi.org/10.1038/s41598-024-53303-w,2024,10.1038/s41598-024-53303-w
14,2045-2322,10.1038/s41598-024-59434-4,article,9001,Conspiracy beliefs and perceptual inference in times of political uncertainty,"Salomé Leclercq, Sébastien Szaffarczyk, Pantelis Leptourgos, Pierre Yger, Alexandra Fakhri, Marielle Wathelet, Vincent Bouttier, Sophie Denève, Renaud Jardri",1,https://doi.org/10.1038/s41598-024-59434-4,2024,10.1038/s41598-024-59434-4
14,2045-2322,10.1038/s41598-024-62477-2,article,12441,Application in environmental art design practice based on a fuzzy evaluation system,Yongliang Sang,1,https://doi.org/10.1038/s41598-024-62477-2,2024,10.1038/s41598-024-62477-2
14,2045-2322,10.1038/s41598-024-64982-w,article,15013,Multi-branch CNN and grouping cascade attention for medical image classification,"Shiwei Liu, Wenwen Yue, Zhiqing Guo, Liejun Wang",1,https://doi.org/10.1038/s41598-024-64982-w,2024,10.1038/s41598-024-64982-w
14,2045-2322,10.1038/s41598-024-65704-y,article,15447,Jumping to attributions during social evaluation,"Isabel H. W. Lau, Jessica Norman, Melanie Stothard, Christina O. Carlisi, Michael Moutoussis",1,https://doi.org/10.1038/s41598-024-65704-y,2024,10.1038/s41598-024-65704-y
14,2045-2322,10.1038/s41598-024-67667-6,article,16623,Multi-method integrated experimental teaching reform of a programming course based on the OBE-CDIO model under the background of engineering education,"Xiaogang Yuan, Jianxin Wan, Dezhi An, Jun Lu, Pengliang Yuan",1,https://doi.org/10.1038/s41598-024-67667-6,2024,10.1038/s41598-024-67667-6
14,2045-2322,10.1038/s41598-024-68004-7,article,17614,"Distinct alterations in probabilistic reversal learning across at-risk mental state, first episode psychosis and persistent schizophrenia","J. D. Griffin, K. M. J. Diederen, J. Haarsma, I. C. Jarratt Barnham, B. R. H. Cook, E. Fernandez-Egea, S. Williamson, E. D. Sprang, R. Gaillard, F. Vinckier, I. M. Goodyer, Edward Bullmore, Raymond Dolan, Ian Goodyer, Peter Fonagy, Peter Jones, Samuel Chamberlain, Michael Moutoussis, Tobias Hauser, Sharon Neufeld, Rafael Romero-Garcia, Michelle St Clair, Petra Vértes, Kirstie Whitaker, Becky Inkster, Gita Prabhu, Cinly Ooi, Umar Toseeb, Barry Widmer, Junaid Bhatti, Laura Villis, Ayesha Alrumaithi, Sarah Birt, Aislinn Bowler, Kalia Cleridou, Hina Dadabhoy, Emma Davies, Ashlyn Firkins, Sian Granville, Elizabeth Harding, Alexandra Hopkins, Daniel Isaacs, Janchai King, Danae Kokorikou, Christina Maurice, Cleo McIntosh, Jessica Memarzia, Harriet Mills, Ciara O’Donnell, Sara Pantaleone, Jenny Scott, Beatrice Kiddle, Ela Polek, Pasco Fearon, John Suckling, Anne-Laura Harmelen, Rogier Kievit, Richard Bethlehem, G. K. Murray, P. C. Fletcher, NSPN Consortium",1,https://doi.org/10.1038/s41598-024-68004-7,2024,10.1038/s41598-024-68004-7
14,2045-2322,10.1038/s41598-024-69686-9,article,19932,Emotional palette: a computational mapping of aesthetic experiences evoked by visual art,"Eftychia Stamkou, Dacher Keltner, Rebecca Corona, Eda Aksoy, Alan S. Cowen",1,https://doi.org/10.1038/s41598-024-69686-9,2024,10.1038/s41598-024-69686-9
14,2045-2322,10.1038/s41598-024-73789-8,article,24264,Exploring neural markers of dereification in meditation based on EEG and personalized models of electrophysiological brain states,Tamas Madl,1,https://doi.org/10.1038/s41598-024-73789-8,2024,10.1038/s41598-024-73789-8
14,2045-2322,10.1038/s41598-024-75209-3,article,24954,Topic modelling and sentiment analysis during COVID-19 revealed emotions changes for public health,S. Figueiredo,1,https://doi.org/10.1038/s41598-024-75209-3,2024,10.1038/s41598-024-75209-3
15,2045-2322,10.1038/s41598-024-80597-7,article,4508,Willing to wait: Anorexia nervosa symptomatology is associated with higher future orientation and reduced intertemporal discounting,"Isabel Schuman, Jingyi Wang, Ian C. Ballard, Regina C. Lapate",1,https://doi.org/10.1038/s41598-024-80597-7,2025,10.1038/s41598-024-80597-7
14,2045-2322,10.1038/s41598-024-81506-8,article,29875,Using deep learning and word embeddings for predicting human agreeableness behavior,"Raed Alsini, Anam Naz, Hikmat Ullah Khan, Amal Bukhari, Ali Daud, Muhammad Ramzan",1,https://doi.org/10.1038/s41598-024-81506-8,2024,10.1038/s41598-024-81506-8
15,2045-2322,10.1038/s41598-025-85308-4,article,1118,Tackling misinformation in mobile social networks a BERT-LSTM approach for enhancing digital literacy,"Jun Wang, Xiulai Wang, Airong Yu",1,https://doi.org/10.1038/s41598-025-85308-4,2025,10.1038/s41598-025-85308-4
15,2045-2322,10.1038/s41598-025-87119-z,article,4362,Pause before action: Waiting short time as a simple and resource-rational boost,"Masaru Shirasuna, Rina Kagawa, Hidehito Honda",1,https://doi.org/10.1038/s41598-025-87119-z,2025,10.1038/s41598-025-87119-z
15,2045-2322,10.1038/s41598-025-88050-z,article,3344,Efficient anomaly detection in tabular cybersecurity data using large language models,"Xiaoyong Zhao, Xingxin Leng, Lei Wang, Ningning Wang, Yanqiong Liu",1,https://doi.org/10.1038/s41598-025-88050-z,2025,10.1038/s41598-025-88050-z
15,2045-2322,10.1038/s41598-025-88139-5,article,5612,Efficient WSI classification with sequence reduction and transformers pretrained on text,"Juan I. Pisula, Katarzyna Bozek",1,https://doi.org/10.1038/s41598-025-88139-5,2025,10.1038/s41598-025-88139-5
15,2045-2322,10.1038/s41598-025-89487-y,article,4792,Approaching the general quantification of functional information,Robert Kudelić,1,https://doi.org/10.1038/s41598-025-89487-y,2025,10.1038/s41598-025-89487-y
15,2045-2322,10.1038/s41598-025-89555-3,article,5185,An experimental and computational investigation of executive functions and inner speech in schizophrenia spectrum disorders,"Giovanni Granato, Raffaele Costanzo, Anna Borghi, Andrea Mattera, Sean Carruthers, Susan Rossell, Gianluca Baldassarre",1,https://doi.org/10.1038/s41598-025-89555-3,2025,10.1038/s41598-025-89555-3
5,2399-3642,10.1038/s42003-022-03547-x,article,604,An investigation of the cognitive and neural correlates of semantic memory search related to creative ability,"Marcela Ovando-Tellez, Mathias Benedek, Yoed N. Kenett, Thomas Hills, Sarah Bouanane, Matthieu Bernard, Joan Belo, Theophile Bieth, Emmanuelle Volle",1,https://doi.org/10.1038/s42003-022-03547-x, ,10.1038/s42003-022-03547-x
