Type of reference,First Author,Secondary Author,Tertiary Author,Subsidiary Author,Abstract,Author Address,Accession Number,Author,Location in Archives,This field maps to T2 for all reference types except for Whole Book and Unpublished Work references.,Custom 1,Custom 2,Custom 3,Custom 4,Custom 5,Custom 6,Custom 7,Custom 8,Caption,Call Number,This field can contain alphanumeric characters.,Title of unpublished reference,Place Published,Date,Name of Database,DOI,Database Provider,Editor,End Page,Edition,Reference ID,Issue number,Periodical name: user abbreviation 1.,Alternate Title,Periodical name: standard abbreviation.,Journal name,Keywords,Link to PDF.,Link to Full-text.,Related Records.,Image(s).,Language,Label,Website Link,Number,Miscellaneous 2.,Type of Work,Notes,Abstract.,Number of Volumes,Original Publication,Publisher,Publishing Place,Publication year (YYYY/MM/DD),Reviewed Item,Research Notes,Reprint Edition,Section,ISBN/ISSN,Start Page,Short Title,Primary Title,Secondary Title,Tertiary Title,Translated Author,Title,Translated Title,User definable 1.,User definable 2.,User definable 3.,User definable 4.,User definable 5.,URL,Volume number,Published Standard number,Primary Date,Access Date,End of Reference,""
JOUR ,,,,,"The proliferation of powerful new forms of automated assistive writing technologies, natural language generation technologies in particular, raises crucial questions about the future of literacy living and learning. This article situates such technologies within the historical trajectory of literacy studies, arguing that the acceleration of natural language generation platforms like GPT-3 may reflect the emergence of a new autonomous model of literacy. Guided by recent theoretical work on automation and global computation, the article offers a series of speculative propositions for digital writing under the new autonomous model of literacy, focusing on questions of agency and subjectivity within a regime of computational racial capitalism. The article concludes with a gesture towards a resistive digital writing pedagogy wherein literacy scholars, educators, and students can resist the dominating potentials of technologies ostensibly designed to assist them. ",,,"Robinson, Bradley ",,,,,,,,,,,,,,,,2023/01/01 ,,10.1007/s42438-022-00358-5 ,,,135 ,,Robinson2023 ,1 ,,,,Postdigital Science and Education ,,,,,,,,,,,,,,,,,,2023 ,,,,,2524-4868 ,117 ,,,,,,Speculative Propositions for Digital Writing Under the New Autonomous Model of Literacy ,,,,,,,https://doi.org/10.1007/s42438-022-00358-5 ,5 ,,,,   ,
JOUR ,,,,,"In the wake of the digital revolution, the digital teaching of critical thinking takes established forms in higher education. Its technologies are productively understood in postdigital terms as a diverse, inconsistent and cobbled-together collection of platforms and software. This paper considers the limits, problems and advantages of this messy and layered amalgam of technologies. Examining them shows that the benefits of digital critical thinking teaching are frequently bound up with digitisations’ support of sociability and interactivity. This is counterbalanced by difficulties and limits encountered in digitised teaching of critical thinking, often framed as deficiencies in students, teachers, institutions or technologies. However, following Bernard Stiegler’s work and postdigital scholarship, these distinctions can be countered to understand critical thinking technologies as performed within social, technical and psychic milieus processes. Stiegler’s emphasis on temporality allows for a critical analysis of the constraints of digital forms of sociality and interactivity. His notion of otium suggests that techniques cultivating interruptions and layering in digital critical thinking technologies engage their negativity and enable temporal zones in which reflective thought can emerge. ",,,"Kerruish, Erika ",,,,,,,,,,,,,,,,2024/02/23 ,,10.1007/s42438-024-00456-6 ,,,,,Kerruish2024 ,,,,,Postdigital Science and Education ,,,,,,,,,,,,,,,,,,2024 ,,,,,2524-4868 ,,,,,,,Postdigital Teaching of Critical Thinking in Higher Education: Non-Instrumentalised Sociality and Interactivity ,,,,,,,https://doi.org/10.1007/s42438-024-00456-6 ,,,,,   ,
JOUR ,,,,,"This article is a collective response to the 2003 iteration of James Paul Gee’s What Video Games Have to Teach Us About Learning and Literacy. Gee’s book, a foundational text for those working in game studies, literacy studies, and education, identified 36 principles of ‘good learning’ which he argued were built into the design of good games, and which have since been used to unsettle the landscape of formal education. This article brings together 21 short theoretical and empirical contributions which centre postdigital perspectives to re-engage with, and extend, the arguments first raised by Gee regarding the relationship between videogames and learning. Organised into five groups, these contributions suggest that concepts and attitudes associated with the postdigital offer new thinking tools for challenging grand narrative claims about the educative potential of technologies while also providing rich analytical frames for revisiting Gee’s claims in terms of postdigital videogame literacies. ",,,"Schnaider, Karoline ",,,,,,,,,,,,,,,,2024/12/01 ,,10.1007/s42438-024-00510-3 ,,,1142 ,,Bacalja2024 ,4 ,,,,Postdigital Science and Education ,,,,,,,,,,,,,,,,,,2024 ,,,,,2524-4868 ,1103 ,,,,,,"Postdigital Videogames Literacies: Thinking With, Through, and Beyond James Gee’s Learning Principles ",,,,,,,https://doi.org/10.1007/s42438-024-00510-3 ,6 ,,,,   ,
JOUR ,,,,,"Designers and architects usually take inspiration from nature’s forms to develop their designs. Many of nature’s forms are highly sophisticated which only computational and algorithmic designs can be a solution. The purpose of this paper is to create a method and a tool for converting one of crystallization form-finding rules in nature into its use in the architectural style with the digital design approach. For this purpose, the rules of crystallization are modeled geometrically through an algorithm in the visual programing language software. To illustrate the results of this research, a pavilion has been designed using the developed algorithm. In the process of transforming the rules of form-finding of a natural phenomenon into an algorithm, the gap might be too large that the form is no longer similar to the original idea. Nature-based algorithms are so complicated and converting them to mathematical algorithms causes inevitable changes in form-finding. In order to create algorithms inspired by nature, it is not necessary to exactly mimic form-finding in nature. Using this design method, the required function of the form may be affected, and its esthetics and shape will prevail. Therefore, there is a need for a balance between form, function and structure. ",,,"Esmaeili Charkhab, Mehrzad ",,,,,,,,,,,,,,,,2020/06/09 ,,10.1007/s42452-020-2794-0 ,,,,,Jalali2020 ,7 ,,,,SN Applied Sciences ,,,,,,,,,,,,,,,,,,2020 ,,,,,2523-3971 ,1190 ,,,,,,Computational form-finding of a pavilion inspired by crystallization ,,,,,,,https://doi.org/10.1007/s42452-020-2794-0 ,2 ,,,,   ,
JOUR ,,,,,"As an effective way to develop children’s computational thinking, programming education has been intensively studied by scholars. Among them, tangible programming is more in line with children’s cognitive development and inherently supports collaborative learning. However, most of the tangible programming systems fall short in effectively stimulating active collaboration among children effectively. In this paper, we present CoAR-Maze, an augmented reality (AR) based tangible programming system that incorporates a collaborative mechanism designed for children’s programming. The system assists children in learning programming concepts such as sequences, loops, conditional statements, and task decomposition, while emphasizing the stimulation of active collaboration and enhancing immersion in children's programming learning. User studies validate the effectiveness, usability, and support for collaboration among child users provided by the system. ",,,"Wang, Danli ",,,,,,,,,,,,,,,,2023/12/01 ,,10.1007/s42486-023-00135-8 ,,,410 ,,Zhang2023 ,4 ,,,,CCF Transactions on Pervasive Computing and Interaction ,,,,,,,,,,,,,,,,,,2023 ,,,,,2524-5228 ,396 ,,,,,,CoAR-Maze: empowering children’s collaborative tangible programming in augmented reality ,,,,,,,https://doi.org/10.1007/s42486-023-00135-8 ,5 ,,,,   ,
JOUR ,,,,,"Fueled by the social dynamics inherent in traditional networking, the Internet has come to shape a new paradigm of social interaction and collaboration, formed by the active engagement of its users. The emergence of social networks has not only expanded the avenues for blending the social essence of trust, but also harnessed the technical capabilities of the Internet. While many computational trust models employ models from social theories of interaction to accurately identify trustworthy individuals, there is a notable gap in addressing how these models are perceived and acted upon by the users, who are the core of trust systems. Recognizing and understanding the relationship between trust models and user perceptions is key to simplifying their complexity and enhancing model explainability and system performance. ",,,"Pavleska, Tanja ",,,,,,,,,,,,,,,,2024/12/26 ,,10.1007/s42486-024-00172-x ,,,,,Pavleska2024 ,,,,,CCF Transactions on Pervasive Computing and Interaction ,,,,,,,,,,,,,,,,,,2024 ,,,,,2524-5228 ,,,,,,,Social interaction models for trust systems design ,,,,,,,https://doi.org/10.1007/s42486-024-00172-x ,,,,,   ,
JOUR ,,,,,"In this paper, we study the role of narratives in stock markets with a particular focus on the relationship with the ongoing COVID-19 pandemic. The pandemic represents a natural setting for the development of viral financial market narratives. We thus treat the pandemic as a natural experiment on the relation between prevailing narratives and financial markets. We adopt natural language processing (NLP) on financial news to characterize the evolution of important narratives. Doing so, we reduce the high-dimensional narrative information to few interpretable and important features while avoiding over-fitting. In addition to the common features, we consider virality as a novel feature of narratives, inspired by Shiller (Am Econ Rev 107:967–1004, 2017). Our aim is to establish whether the prevailing narratives drive or are driven by stock market conditions. Focusing on the coronavirus narratives, we document some stylized facts about its evolution around a severe event-driven stock market decline. We find the pandemic-relevant narratives are influenced by stock market conditions and act as a cellar for brewing a perennial economic narrative. We successfully identified a perennial risk narrative, whose shock is followed by a severe market drop and a long-term increase of market volatility. In the out-of-sample test, this narrative went viral since the start of the global COVID-19 pandemic, when the pandemic-relevant narratives dominate news media, show negative sentiment and were more linked to “crisis” context. Our findings encourage the use of narratives to evaluate long-term market conditions and to early warn event-driven severe market declines. ",,,"Matkovskyy, Roman ",,,,,,,,,,,,,,,,2022/03/01 ,,10.1007/s42521-021-00045-3 ,,,61 ,,Chen2022 ,1 ,,,,Digital Finance ,,,,,,,,,,,,,,,,,,2022 ,,,,,2524-6186 ,17 ,,,,,,COVID risk narratives: a computational linguistic approach to the econometric identification of narrative risk during a pandemic ,,,,,,,https://doi.org/10.1007/s42521-021-00045-3 ,4 ,,,,   ,
JOUR ,,,,,"The idea of “wicked problems” indicates the intractability and dilemmatic nature of design and planning. At the same time, it also encourages the development of design methods and information systems. So how do designers, technologists, and administrators reconcile and respond to these competing ideas? Using William James’s “psychology of truth,” the paper answers this question by putting wicked problems in intellectual relief. It also suggests that as long as pluralism, diversity, and interdisciplinary thinking are in good currency, the idea of wicked problems will retain its popularity, appeal, and usefulness. ",,,"Verma, Niraj ",,,,,,,,,,,,,,,,2023/06/01 ,,10.1007/s42532-023-00143-z ,,,157 ,,Verma2023 ,2 ,,,,Socio-Ecological Practice Research ,,,,,,,,,,,,,,,,,,2023 ,,,,,2524-5287 ,151 ,,,,,,The disarming simplicity of wicked problems: The biography of an idea ,,,,,,,https://doi.org/10.1007/s42532-023-00143-z ,5 ,,,,   ,
JOUR ,,,,,"Digital humanities methods have been at the heart of a recent series of high-profile historical research projects. But these approaches raise new questions about reproducibility and verifiability in a field of research where grounding one’s conclusions in a body of historical evidence is crucial. While there have been extensive debates about the nature and methods of historical research since the nineteenth century, the underlying assumption has generally been that documenting one’s sources in a series of footnotes is essential to enable other researchers to test the validity of the research. Even if this approach never amounted to “reproducibility” in the sense of scientific experimentation, it might still be seen as broadly analogous, since the evidence can be reassembled to see the basis for the explanations that were offered and to test their validity. This essay examines how new digital methods like topic modelling, network analysis, knowledge graphs, species models, and various kinds of visualizations are affecting the process of reproducing and verifying historical research. Using examples drawn from recent research projects, it identifies a need for thorough documentation and publication of the different layers of digital research: digital and digitized collections, descriptive metadata, the software used for analysis and visualizations, and the various settings and configurations. ",,,"Burrows, Toby ",,,,,,,,,,,,,,,,2023/11/01 ,,10.1007/s42803-023-00068-9 ,,,298 ,,Burrows2023 ,2 ,,,,International Journal of Digital Humanities ,,,,,,,,,,,,,,,,,,2023 ,,,,,2524-7840 ,283 ,,,,,,"Reproducibility, verifiability, and computational historical research ",,,,,,,https://doi.org/10.1007/s42803-023-00068-9 ,5 ,,,,   ,
JOUR ,,,,,"The deep neural networks used in computer vision and in recent large language models are widely recognized as black boxes, a term that describes their complicated architectures and opaque decision-making mechanisms. This essay outlines several different strategies through which humanist researchers and critics of machine learning might better understand and interpret the class of deep learning methods known as Transformers. These strategies expose different aspects of what might be “learned” as Transformers are trained and used in the analysis of language and can help critics at least partially open the black box of machine learning. They are also especially useful for digital humanists using these models as part of a research program informed by tool criticism in which the use of computational tools is conceived of as a metainterpretive act. ",,,"Dobson, James E. ",,,,,,,,,,,,,,,,2023/11/01 ,,10.1007/s42803-023-00075-w ,,,449 ,,Dobson2023 ,2 ,,,,International Journal of Digital Humanities ,,,,,,,,,,,,,,,,,,2023 ,,,,,2524-7840 ,431 ,,,,,,On reading and interpreting black box deep neural networks ,,,,,,,https://doi.org/10.1007/s42803-023-00075-w ,5 ,,,,   ,
JOUR ,,,,,"This article takes up the question of reproducibility and explainability in the digital humanities in relation to questions of the reproduction of literary prestige. It argues that the controversy over reproducibility in “computational literary studies” sparked by Nan Z. Da’s “Computational Case Against Computational Literary Studies” can be understood as a struggle over the autonomy of disciplinary standards of argumentation and evidence, using the work of Pierre Bourdieu on literary fields and the reproduction of prestige. The essay examines a particular dataset relevant to the reproduction of literary prestige, the “Index of Major Prizes Database” housed at the Post45 Data Collective, and re-analyzes some of the surface features of this dataset in relation to the reproduction of literary prestige in the early twentieth century. It examines the dynamics of both surfaces and silences in explanations of literary prize data, ending with a call for more thinking on literary forms of reproduction and explanation in relation to open datasets. ",,,"Hankins, Gabriel ",,,,,,,,,,,,,,,,2024/04/01 ,,10.1007/s42803-023-00082-x ,,,101 ,,Hankins2024 ,1 ,,,,International Journal of Digital Humanities ,,,,,,,,,,,,,,,,,,2024 ,,,,,2524-7840 ,87 ,,,,,,Reproducing disciplinary and literary prestige: “The index of major literary prizes in the US” ,,,,,,,https://doi.org/10.1007/s42803-023-00082-x ,6 ,,,,   ,
JOUR ,,,,,"Digital Scholarly Editing has followed a fundamentally conservative model over the last forty years. As a result, the epistemological advantages of digital possibilities have not yet been fully explored. The current article proposes that alternative models for editions (e.g. graphs) provide new conceptual and practical opportunities, importantly moving scholarly editing from a static result-oriented practice towards a dynamic knowledge process oriented one. By means of a concrete example, which uses the glyph as its key building block, we suggest that part of the reasoning in the constitution of digital scholarly editions will shift from implicit in the scholar to explicit in forms of code and explicit analysis, calculation, reasoning and logic, and that this will necessarily have significant implications for the nature of authority, the requirement for transparency, the operationalisation of workflow and, ultimately, the very nature and conceptualising of the works that we study. ",,,"Grüntgens, Max ",,,,,,,,,,,,,,,,2024/10/29 ,,10.1007/s42803-024-00088-z ,,,,,Cugliana2024 ,,,,,International Journal of Digital Humanities ,,,,,,,,,,,,,,,,,,2024 ,,,,,2524-7840 ,,,,,,,Computational approaches and the epistemology of scholarly editing ,,,,,,,https://doi.org/10.1007/s42803-024-00088-z ,,,,,   ,
JOUR ,,,,,"5G wireless technology has fundamentally revolutionized the way in which the users communicate as a result of its -fast speeds, increased latency, and dependable connections. The Non-Orthogonal Multiple Access, or NOMA, protocol is an essential component of 5G since it enables the dynamic allocation of resources to multiple users at the same time. However, issues with peak-to-average power ratio (PAPR) and increasing bit error rate (BER) prevent the transmission from functioning to its full capacity. The aim of this research is to enhance the transmission sequence of 5G NOMA networks. Conventional methods reduce lower PAPR by utilizing a variety of optimization methods resulted in failure due to the computational complexity of the problem. This research offers the Levy Flight-based Bee Swarm Optimized Optimal Transmission Sequence (LFBBSOPTS) Method for 5G wireless communication by leveraging the Non-Orthogonal Multiple Access (NOMA) approach. Levy Flight is a stochastic process with lengthy jumps that is motivated by natural foraging habits. The Bee Swarm Optimization model takes advantage of this process to determine optimal transmission sequences. This technique aims to reduce the load of computing while accelerating the reduction of PAPR to the greatest extent possible in the shortest amount of time. Bees, which stand for sequential data input, perform the function of search agents in this technique by wandering the search space in real time in an effort to find the solutions that are the most appropriate. The incorporation of Levy Flight ensures that a thorough examination of the solution space will take place, which helps to avoid the issues that are connected with early convergence. The results of the simulation demonstrate that the LFBBSOPTS method is superior to more conventional ways in terms of reducing PAPR, BER, and the amount of complexity required. ",,,"Srihari, K. ",,,,,,,,,,,,,,,,2025/03/01 ,,10.1007/s42835-024-02113-1 ,,,1840 ,,Latha2025 ,3 ,,,,Journal of Electrical Engineering & Technology ,,,,,,,,,,,,,,,,,,2025 ,,,,,2093-7423 ,1827 ,,,,,,Levy Flight-Based Bee Swarm Optimized Optimal Transmission Sequence for PAPR Reduction in 5G NOMA Systems ,,,,,,,https://doi.org/10.1007/s42835-024-02113-1 ,20 ,,,,   ,
JOUR ,,,,,"It is important to compute the Hilbert transform of a given function defined on a finite interval. In 2013, Micchelli and his collaborators proposed a fast algorithm, which is called the Hilbert spline transform, to calculate the Hilbert transform of a given function on a finite interval with the computational complexity $$O(n\log n)$$, where the spline knots were chosen to be the midpoints of sampling points. A natural question is that, whether or not the spline knots can be chosen to be the same as the sampling points. This paper gives a positive answer to this question. Besides, the analytic expression of the Hilbert transform of B-splines of any order is also established. Furthermore, the problem of how to choose spline coefficients, using the quasi-interpolation method or interpolation method, is also considered, although both make sure an optimal approximation order. Several interesting numerical examples are implemented and compared with most of the existing methods. Numerical results show that the proposed algorithm has a relatively high computational accuracy as well as a relatively low computational complexity. ",,,"Qin, Xiaoxiao ",,,,,,,,,,,,,,,,2024/08/08 ,,10.1007/s42967-024-00440-8 ,,,,,Yu2024 ,,,,,Communications on Applied Mathematics and Computation ,,,,,,,,,,,,,,,,,,2024 ,,,,,2661-8893 ,,,,,,,Fast Algorithms for Computing the Hilbert Transform of a Given Function with Cubic Splines ,,,,,,,https://doi.org/10.1007/s42967-024-00440-8 ,,,,,   ,
JOUR ,,,,,"The construction of computational causal models for complex systems has typically been completed manually by domain experts and is a time-consuming, cumbersome process. Operational design is a method of structured team discourse used by military planners for rapidly envisioning complex systems and relationships; however, the products are typically static diagrams on whiteboards or slides. DARPAs Causal Exploration program seeks to leverage artificial intelligence (AI) assistance and causal analytics to enable rapid system modeling and analysis. We introduce Causeworks, an application in which operators “sketch” complex systems, leverage AI tools and expert knowledge to transform the sketches into computational causal models, and then apply analytics to understand how to influence the system. We walk through human–machine collaborative model building using Causeworks and discuss feedback and lessons learned about how to flexibly apply causal modeling and thinking for expert planners that are novice modelers. ",,,"Wright, William ",,,,,,,,,,,,,,,,2022/11/12 ,,10.1007/s42979-022-01452-y ,,,,,Kapler2022 ,1 ,,,,SN Computer Science ,,,,,,,,,,,,,,,,,,2022 ,,,,,2661-8907 ,54 ,,,,,,Causeworks: a Mixed Initiative Framework for Causal Modeling ,,,,,,,https://doi.org/10.1007/s42979-022-01452-y ,4 ,,,,   ,
JOUR ,,,,,"Marine transportation is still the primary source of global transportation. The propeller, which is a critical component of the propulsion system, must be designed with multiple constraints and objectives to satisfy the need. Recent studies propose that utilizing an improved optimization algorithm and computational analysis would explore better designs than conventional methods. In the present study, the elitist particle swarm optimization (EPSO) technique is implemented to optimize the design of a marine propeller. Potsdam’s Conventional Propeller VP 1304 is used as a benchmark design case. Reynolds-averaged Navier–Stokes equation-based computational fluid dynamics (CFD) along with vortex lattice method (VLM) and fluid-structure interaction (FSI) model is used for computational analysis. The results obtained in this study are validated against the previously published experimental data. An optimized propeller design is proposed based on the elitist particle swarm optimization technique. It is observed that the proposed design shows improved open water performance for lower advance coefficient (J) values based on the given constraints. It is also observed that open water efficiency is improved by 7% for $$J=0.6$$compared to the original design. The one-way fluid-structure interaction analysis shows that the proposed design is structurally stable under open water test conditions. ",,,"Ur Rehman Tariq, Muhammad Atiq ",,,,,,,,,,,,,,,,2024/10/14 ,,10.1007/s43069-024-00368-y ,,,,,Ali Khan2024 ,4 ,,,,Operations Research Forum ,,,,,,,,,,,,,,,,,,2024 ,,,,,2662-2556 ,96 ,,,,,,Design Optimization of Marine Propeller Using Elitist Particle Swarm Intelligence ,,,,,,,https://doi.org/10.1007/s43069-024-00368-y ,5 ,,,,   ,
JOUR ,,,,,"We discuss the role of heterodox economics in opening new perspectives, the question of scalability of socio-economic order, the heritage of the “socialist calculation debate” and its ongoing relevance for discussions on “post-capitalism” today and finally the potentials of computational simulation and agent-based modelling for the exploration of alternative socio-economic approaches. The contributions to our special issue address these aspects and topics in different ways and therefore underline the fruitfulness of these discussions, especially in regard to the development of more just and sustainable socio-economic structures. Faced with the contemporary polycrisis, we can no longer afford “capitalist realism”. ",,,"Schröter, Jens ",,,,,,,,,,,,,,,,2023/10/01 ,,10.1007/s43253-023-00112-y ,,,465 ,,Pahl2023 ,3 ,,,,Review of Evolutionary Political Economy ,,,,,,,,,,,,,,,,,,2023 ,,,,,2662-6144 ,445 ,,,,,,"Envisioning post-capitalist utopias via simulation: Theory, critique and models ",,,,,,,https://doi.org/10.1007/s43253-023-00112-y ,4 ,,,,   ,
JOUR ,,,,,"Interacting crises at economic, societal, ecological, and geopolitical levels reveal the fragility of connected global systems and give momentum to pluralist economic thinking as a suitable approach to address the complexity and uncertainty of today’s economy. This special issue (SI) explores how young economists, educated in this era, study economic phenomena through pluralist lenses. Due to the structure of interdependent crises and inherent uncertainty, pluralism of values, theory and methods may benefit the academic and policy debate on solutions for today’s political, social, and scientific challenges. Applied to the crisis context, this SI shows a range of research methods and interdisciplinary approaches, reflecting a shift in economic thinking that embraces the complexity, limited predictability, and fragility of socioeconomic systems. The SI aims to promote a dialogue across schools of economic thought to enhance our understanding and contribute to robust and inclusive policy. ",,,"Mayerhoffer, Daniel M. ",,,,,,,,,,,,,,,,2024/09/01 ,,10.1007/s43253-024-00128-y ,,,218 ,,Schulz2024 ,2 ,,,,Review of Evolutionary Political Economy ,,,,,,,,,,,,,,,,,,2024 ,,,,,2662-6144 ,201 ,,,,,,Pluralist economics in an era of polycrisis ,,,,,,,https://doi.org/10.1007/s43253-024-00128-y ,5 ,,,,   ,
JOUR ,,,,,"In this paper, drawing upon previous contributions to modern Schumpeterian economics, we argue that coevolution in economic systems operates when considering several evolving populations within a socio-economic system, these populations mutually shape their respective selection, learning, and/or novelty generation mechanisms. The properties that arise from coevolution should be analyzed as emerging from multiple populations in co-determination. The notion of coevolution appears not only in Schumpeterian economics but, in general, in many branches of heterodox thought. Likewise, it can also be found in Biology, Sociology, Political Science, History, Philosophy, Law, and Computational studies. In this introduction, after providing a neat definition of coevolution, we illustrate with formal examples how coevolution can be represented and, potentially, empirically tested. Finally, we present the contributions to the SI and suggest avenues for future research. ",,,"Potts, Jason ",,,,,,,,,,,,,,,,2024/10/01 ,,10.1007/s43253-024-00137-x ,,,423 ,,Almudi2024 ,3 ,,,,Review of Evolutionary Political Economy ,,,,,,,,,,,,,,,,,,2024 ,,,,,2662-6144 ,399 ,,,,,,Coevolution and dynamic processes: an introduction to this issue and avenues for future research ,,,,,,,https://doi.org/10.1007/s43253-024-00137-x ,5 ,,,,   ,
JOUR ,,,,,"In this paper I argue in favour of the adoption of an interdisciplinary approach based on computational methods for the development of language policies. As a consequence of large-scale phenomena such as globalization, economic and political integration and the progress in information and communication technologies, social systems have become increasingly interconnected. Language-related systems are no exception. Besides, language matters are never just language matters. Their causes and consequences are to be found in many seemingly unrelated fields. Therefore, we can no longer overlook the numerous variables involved in the unfolding of linguistic and sociolinguistic phenomena if we wish to develop effective language policy measures. A genuinely interdisciplinary approach is key to address language matters (as well as many other public policy matters). In this regard, the tools of complexity theory, such as computational methods based on computer simulations, have proved useful in other fields of public policy. ",,,"Civico, Marco ",,,,,,,,,,,,,,,,2021/08/02 ,,10.1007/s43545-021-00206-6 ,,,,,Civico2021 ,8 ,,,,SN Social Sciences ,,,,,,,,,,,,,,,,,,2021 ,,,,,2662-9283 ,197 ,,,,,,Language policy and planning: a discussion on the complexity of language matters and the role of computational methods ,,,,,,,https://doi.org/10.1007/s43545-021-00206-6 ,1 ,,,,   ,
JOUR ,,,,,"This study aims to describe how the metacognitive learning approach (MLA) helped a university's mathematics lecturer enhance students' Mathematical Critical Thinking Skills (MCTS) through mathematics learning. It is an experimental study using a pretest–posttest control group design. The subjects of this study were the students of Mathematics education at a university. The instrument used was the MCTS test. The data were analyzed using ANOVA at the level of significant 0.01. The results of data analysis showed that the MCTS of students who learned with an MLA is better than students who study conventionally, and learning using an MLA has the same effectiveness in increasing the MCTS of students from the low, medium, and high-level subgroups. ",,,Kamid ,,,,,,,,,,,,,,,,2022/03/17 ,,10.1007/s43545-022-00325-8 ,,,,,Syaiful2022 ,4 ,,,,SN Social Sciences ,,,,,,,,,,,,,,,,,,2022 ,,,,,2662-9283 ,31 ,,,,,,Using a metacognitive learning approach to enhance students’ critical thinking skills through mathematics education ,,,,,,,https://doi.org/10.1007/s43545-022-00325-8 ,2 ,,,,   ,
JOUR ,,,,,"This study aimed to develop a computational thinking skills (CTs) assessment framework for physics learning. The framework was developed in two stages: theoretical and empirical. Furthermore, the framework was examined by developing questions, a set test instrument, in the form of multiple-choice (3 items), right-wrong answers (2 items) complex multiple-choice (2 items), and essays (15 items) for sound wave topic. There are three stage of framework examination in empirical study involving 108 students to obtain the item characteristic, 108 students for the explanatory factor analysis (EFA), and 113 students for the confirmatory factor analysis (CFA). The sample in this study was senior high school students aged 15–17 years, which were selected randomly. Theoretical study produced seven indicators for assessing CTs consisting of decomposition, redefine problems, modularity, data representation, abstraction, algorithmic design, and strategic decision-making. The empirical study proved that the items were fit to the one parameter logistic (1PL) model. Furthermore, EFA and CFA concluded that the model fits comply the unidimensional characteristics. Hence, the framework can be optimizing the measurement of students CTs in learning physics or science. ",,,"Istiyono, Edi ",,,,,,,,,,,,,,,,2023/02/20 ,,10.1007/s43545-023-00633-7 ,,,,,Zakwandi2023 ,3 ,,,,SN Social Sciences ,,,,,,,,,,,,,,,,,,2023 ,,,,,2662-9283 ,46 ,,,,,,A framework for assessing computational thinking skills in the physics classroom: study on cognitive test development ,,,,,,,https://doi.org/10.1007/s43545-023-00633-7 ,3 ,,,,   ,
JOUR ,,,,,"Standards and practices for preparing teachers of mathematics emphasize that preservice teachers (PSTs) must possess robust knowledge of mathematical concepts of what they teach to support student learning. Additionally, two standards of mathematical practices, use and connect mathematical representations and mathematical modeling (MM), play a pivotal role in developing students’ mathematical thinking. Thus, this study investigated 31 PSTs’ performance, representations used, and sense making in a four-part MM task centered on perimeter and area concepts. Participants were recruited from two, four-year university mathematics methods courses located in the United States. The findings showed that the PSTs’ performance on each part of the MM task was weak and indicated limited conceptual understanding of the relationships between perimeter and area. In terms of representations, most PSTs used two representations in their solution process; however, no tabular and graphical representations were present. Furthermore, no strong relationship existed between the PSTs’ success on the task and their multiple representations utilized. The directions for future research and implications for researchers and teacher education programs to support PSTs’ development are discussed. ",,,"Asempapa, Reuben S. ",,,,,,,,,,,,,,,,2024/08/12 ,,10.1007/s43545-024-00928-3 ,,,,,Sturgill2024 ,8 ,,,,SN Social Sciences ,,,,,,,,,,,,,,,,,,2024 ,,,,,2662-9283 ,146 ,,,,,,Perimeter and area in a math modeling task: exploring preservice teachers’ performance and use of representations ,,,,,,,https://doi.org/10.1007/s43545-024-00928-3 ,4 ,,,,   ,
JOUR ,,,,,"Today Artificial Intelligence (AI) supports difficult decisions about policy, health, and our personal lives. The AI algorithms we develop and deploy to make sense of information, are informed by data, and based on models that capture and use pertinent details of the population or phenomenon being analyzed. For any application area, more importantly in precision medicine which directly impacts human lives, the data upon which algorithms are run must be procured, cleaned, and organized well to assure reliable and interpretable results, and to assure that they do not perpetrate or amplify human prejudices. This must be done without violating basic assumptions of the algorithms in use. Algorithmic results need to be clearly communicated to stakeholders and domain experts to enable sound conclusions. Our position is that AI holds great promise for supporting precision medicine, but we need to move forward with great care, with consideration for possible ethical implications. We make the case that a no-boundary or convergent approach is essential to support sound and ethical decisions. No-boundary thinking supports problem definition and solving with teams of experts possessing diverse perspectives. When dealing with AI and the data needed to use AI, there is a spectrum of activities that needs the attention of a no-boundary team. This is necessary if we are to draw viable conclusions and develop actions and policies based on the AI, the data, and the scientific foundations of the domain in question. ",,,"Peckham, Joan ",,,,,,,,,,,,,,,,2022/11/01 ,,10.1007/s43681-021-00118-4 ,,,643 ,,Obafemi-Ajayi2022 ,4 ,,,,AI and Ethics ,,,,,,,,,,,,,,,,,,2022 ,,,,,2730-5961 ,635 ,,,,,,No-boundary thinking: a viable solution to ethical data-driven AI in precision medicine ,,,,,,,https://doi.org/10.1007/s43681-021-00118-4 ,2 ,,,,   ,
